target_path	source_path	source_blob	classification	rationale
internal/livetv/hdhomerun/probe.go	internal/livetv/hdhomerun/probe.go	02068655e0f6734b85ab7d259cc1ffc7b14c3c59	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/hdhomerun/probe_test.go	internal/livetv/hdhomerun/probe_test.go	c30af8e5dbac2f14759d7982fe07e9f3aa932c5b	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/hdhomerun/transcode_codecs_test.go	internal/livetv/hdhomerun/transcode_codecs_test.go	9f827cede6ac112d73379e93967a0555271656b1	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/hls_bridge.go	internal/livetv/hls_bridge.go	226912f7a8afff99450131570323b6b7ac02a898	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/hls_bridge_transcode_test.go	internal/livetv/hls_bridge_transcode_test.go	2fc44b196cbe5769b1121831dd73a87b9d526ad6	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/hls_bridge_url_test.go	internal/livetv/hls_bridge_url_test.go	6470c6f5b7b7622ea79ebc77e24f54a1c0046efa	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/hls_recorder_test.go	internal/livetv/hls_recorder_test.go	4cc530e0fab16ea54f8549a7c908e311564b1718	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/http_client.go	internal/livetv/http_client.go	d06cb7d280951132b3c66b6e632a0c2d4c6edc6d	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/recorder.go	internal/livetv/recorder.go	6245f84fa9b123ef644e00d31df5d56b3ae6c527	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/schedulesdirect/client.go	internal/livetv/schedulesdirect/client.go	7d1b311440d385e04c9edc25f9c159f9b13a9965	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/schedulesdirect/client_test.go	internal/livetv/schedulesdirect/client_test.go	9ca5f7fca237786eed839f0ab0bb03f07573fe92	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/sd_coverage_test.go	internal/livetv/sd_coverage_test.go	0b5b42f3edbfbfedc772fbc87b34b4f38a126e19	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/sd_fake_test.go	internal/livetv/sd_fake_test.go	7556d12d1a954cf3a1fd015d73b89f75bdb1289d	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/service.go	internal/livetv/service.go	495c719f151794d8083eae6c44014ecb76ea45b5	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/service_test.go	internal/livetv/service_test.go	89b0f15ffa7e00285a91baff55251f1133c05af9	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/session_reclaim_test.go	internal/livetv/session_reclaim_test.go	2f0e0d376ad803e070ff3cc8c684e267d4aaf2aa	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/store.go	internal/livetv/store.go	c3237c58bfe4912a80c2c5e64e0770d246e5816e	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/store_helpers_test.go	internal/livetv/store_helpers_test.go	dbd18b0ca08c3f160be998c63619502f43b697b4	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/stream_plan.go	internal/livetv/stream_plan.go	bc83c2e9949bfa10c5b66c74035e96084dafc319	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/stream_plan_test.go	internal/livetv/stream_plan_test.go	37ad49edb7bdf775b0c8470dbedaf2e1b7c48b1c	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/transcode_settings.go	internal/livetv/transcode_settings.go	326d7255b8f6edfc090f9b5b84572e1c86596bc7	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/transcode_settings_test.go	internal/livetv/transcode_settings_test.go	9b0066f1f8c40d14063550bc0c75648aa2fb4f44	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/tuner_capabilities_test.go	internal/livetv/tuner_capabilities_test.go	d9b4a6824aec35ad370302435fedbe3f3684f965	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/tuner_error.go	internal/livetv/tuner_error.go	c3015f3e49f09359edd971d26fb8cfba994e763e	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/tuner_error_test.go	internal/livetv/tuner_error_test.go	d6ce3b779db98e2f01f3e83419ecb226a7aa55ef	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/types.go	internal/livetv/types.go	02bbe5add7c23fd0d7aa5995486fe0ddfaa62235	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/xml_sync_match.go	internal/livetv/xml_sync_match.go	42321ff2bccb65464ee04e581f554a655402d2f3	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/livetv/xml_sync_test.go	internal/livetv/xml_sync_test.go	d2d754d412a363fc9568cefa6e714577efee0c5a	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/playback/audio_channels.go	internal/playback/audio_channels.go	a44f3b2f94000644bcadd23a0d792f4597fc96bf	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/playback/audio_channels_test.go	internal/playback/audio_channels_test.go	03927db96b94229d7bb8150999bb278c9e669e89	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/playback/live_hls.go	internal/playback/live_hls.go	32ffbe135a4489efb0d1e878f51c394dba65453d	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/playback/live_hls_args_test.go	internal/playback/live_hls_args_test.go	27638ee084cb9d82d6bb60c71c69ec0468518d63	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/playback/live_hls_audio_integration_test.go	internal/playback/live_hls_audio_integration_test.go	70df4af1a952355ce824696129668dcaf7b3b556	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/playback/live_hls_test.go	internal/playback/live_hls_test.go	dcf195ebde5ff365b38afd0e81023847354a1231	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/playback/live_hwdecode.go	internal/playback/live_hwdecode.go	ef4fd8b170dc491c83c3cd9014b2aefe3564c1f6	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/playback/live_hwdecode_test.go	internal/playback/live_hwdecode_test.go	074959e5ab42eb7aeec0d4d5416adb41858561ec	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/playback/live_record.go	internal/playback/live_record.go	1d40387b71efbea812737c6cb71e214dc19116dc	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
internal/taskmanager/tasks/sync_livetv_guide.go	internal/taskmanager/tasks/sync_livetv_guide.go	21b4a55ac8505a717bbd75865414a3ec5aa02b6e	adapted	Imported from pinned Prairie Live TV slice; adapted only for Vondel module identity and integration.
migrations/sql/20260813190000_livetv_ota_dvr.sql	migrations/sql/20260725170327_livetv_ota_dvr.sql	3e3452a5e2c090046a7f45f9070b1dbb67ac5221	adapted	Prairie SQL preserved; filename renumbered after current Vondel migration head.
migrations/sql/20260813190100_livetv_active_tuner_index_unique.sql	migrations/sql/20260725204815_livetv_active_tuner_index_unique.sql	f231c9a5fe6589793b20b26211328a2b062e7dcd	adapted	Prairie SQL preserved; filename renumbered after current Vondel migration head.
migrations/sql/20260813190200_livetv_dvr_owner.sql	migrations/sql/20260725234947_livetv_dvr_owner.sql	5a4c2cc6858a6c08e3fddd60472b483b8fd2c687	adapted	Prairie SQL preserved; filename renumbered after current Vondel migration head.
migrations/sql/20260813190300_livetv_drop_xmltv_guide_sources.sql	migrations/sql/20260727073445_livetv_drop_xmltv_guide_sources.sql	c9db68523a28f011e028b21092aa6eda3cb532d0	adapted	Prairie SQL preserved; filename renumbered after current Vondel migration head.
migrations/sql/20260813190400_livetv_xml_sync_guide_source.sql	migrations/sql/20260727083005_livetv_xml_sync_guide_source.sql	53cc12d92065a4231ec33b98dd340bea79cf1c94	adapted	Prairie SQL preserved; filename renumbered after current Vondel migration head.
migrations/sql/20260813190500_livetv_artwork_cache.sql	migrations/sql/20260727203437_livetv_artwork_cache.sql	2f11e29664ebcb4c94ee6841f98ee9d632f0c5e8	adapted	Prairie SQL preserved; filename renumbered after current Vondel migration head.
migrations/sql/20260813190600_livetv_session_heartbeat.sql	migrations/sql/20260727222030_livetv_session_heartbeat.sql	92e45a91f8070b060848d540f51d0ba365456b50	adapted	Prairie SQL preserved; filename renumbered after current Vondel migration head.
migrations/sql/20260813190700_livetv_tuner_transcode_codecs.sql	migrations/sql/20260728022101_livetv_tuner_transcode_codecs.sql	dc69587225932f41343f7cb2a9122d6c927deef7	adapted	Prairie SQL preserved; filename renumbered after current Vondel migration head.
web/src/components/livetv/LiveTVGuideGrid.tsx	web/src/components/livetv/LiveTVGuideGrid.tsx	a06b1a71302fcc6f1d32379d62447b30de919194	adapted	Imported from pinned Prairie Live TV slice; product copy adapted from Prairie to Vondel.
web/src/components/livetv/LiveTVOnNowRow.tsx	web/src/components/livetv/LiveTVOnNowRow.tsx	c07a0c4ea6488f663e32f179d04a94fc58343ae4	adapted	Imported from pinned Prairie Live TV slice; product copy adapted from Prairie to Vondel.
web/src/components/livetv/LiveTVPlayer.test.tsx	web/src/components/livetv/LiveTVPlayer.test.tsx	4a052afdf7d7e52e720e7ecf28ebcee9870379ed	adapted	Imported from pinned Prairie Live TV slice; product copy adapted from Prairie to Vondel.
web/src/components/livetv/LiveTVPlayer.tsx	web/src/components/livetv/LiveTVPlayer.tsx	ac9e86dfc423cb20b1c6ba99355b84b6935e4784	adapted	Imported from pinned Prairie Live TV slice; product copy adapted from Prairie to Vondel.
web/src/hooks/queries/useLiveTV.test.ts	web/src/hooks/queries/useLiveTV.test.ts	b7cfe0ecb768070887b1b9b81db08f9d64cbc3ba	adapted	Imported from pinned Prairie Live TV slice; product copy adapted from Prairie to Vondel.
web/src/hooks/queries/useLiveTV.ts	web/src/hooks/queries/useLiveTV.ts	57e3d6bc0f20c5af89871a8107ea069f2bc0fc28	adapted	Imported from pinned Prairie Live TV slice; product copy adapted from Prairie to Vondel.
web/src/lib/liveTVCapabilities.test.ts	web/src/lib/liveTVCapabilities.test.ts	2e70372c1fac7a3ed047d645e1463b446e968c07	adapted	Imported from pinned Prairie Live TV slice; product copy adapted from Prairie to Vondel.
web/src/lib/liveTVCapabilities.ts	web/src/lib/liveTVCapabilities.ts	c4fd5d1ba159a462a60c6a0593a21b35e571def4	adapted	Imported from pinned Prairie Live TV slice; product copy adapted from Prairie to Vondel.
web/src/lib/liveTVGuide.test.ts	web/src/lib/liveTVGuide.test.ts	4117e8beb5b5ca150b1cbb99ea850db7fc8df1d4	adapted	Imported from pinned Prairie Live TV slice; product copy adapted from Prairie to Vondel.
web/src/lib/liveTVGuide.ts	web/src/lib/liveTVGuide.ts	3fbf512fb870a123335e78bcc410f4b0cd5a9fa3	adapted	Imported from pinned Prairie Live TV slice; product copy adapted from Prairie to Vondel.
web/src/lib/liveTVWatch.test.ts	web/src/lib/liveTVWatch.test.ts	c50cc3077ca61bcc7be86e2167e3964b00196ee9	adapted	Imported from pinned Prairie Live TV slice; product copy adapted from Prairie to Vondel.
web/src/lib/liveTVWatch.ts	web/src/lib/liveTVWatch.ts	8a31c60f9a822589561d1157ac25455157346861	adapted	Imported from pinned Prairie Live TV slice; product copy adapted from Prairie to Vondel.
web/src/pages/AdminLiveTV.tsx	web/src/pages/AdminLiveTV.tsx	569cfb3f26a9a5f59e0169f7a77a3023f901d298	adapted	Imported from pinned Prairie Live TV slice; product copy adapted from Prairie to Vondel.
web/src/pages/LiveTV.tsx	web/src/pages/LiveTV.tsx	b9d9a037212bd773146b24eff123c26f07646656	adapted	Imported from pinned Prairie Live TV slice; product copy adapted from Prairie to Vondel.
web/src/pages/livetv/LiveTVTranscodingTab.test.tsx	web/src/pages/livetv/LiveTVTranscodingTab.test.tsx	1c5e163644dd5f38de26a102d3542de3f108468f	adapted	Imported from pinned Prairie Live TV slice; product copy adapted from Prairie to Vondel.
web/src/pages/livetv/LiveTVTranscodingTab.tsx	web/src/pages/livetv/LiveTVTranscodingTab.tsx	e9066f0bbc00e28b4b7830fe98acedc0a5796158	adapted	Imported from pinned Prairie Live TV slice; product copy adapted from Prairie to Vondel.
cmd/silo/main.go	cmd/prairie/main.go	362aa4252790853bbee10a118341bf8a4724d598	adapted	Live TV process wiring adapted to the current tracked-fork main entrypoint.
internal/api/router.go	internal/api/router.go	1bfc5657edc270bad87c6c9a211c24e4a61507a6	adapted	Prairie routes adapted to current Vondel tenant and viewer middleware.
internal/api/middleware/auth.go	internal/api/middleware/auth.go	4b7e858184633d57846ccf4e9d3b676443371f39	adapted	Prairie stream-token delivery exception adapted to current authentication middleware.
internal/api/middleware/viewer_access.go	internal/api/middleware/viewer_access.go	4fa30398f6231b3c24ca5f0fc75fbc539a6033b4	adapted	Prairie stream-token delivery exception adapted to current viewer middleware.
internal/artworkkey/artworkkey.go	internal/artworkkey/artworkkey.go	df75ef7912804850912f7148135ff19dc9358f16	adapted	Live TV artwork key helper merged into current Vondel artwork helpers.
internal/config/admin_settings.go	internal/config/admin_settings.go	740bdad6cac7a584dfcff6409ed2aa30ccae189f	adapted	Live TV settings merged into current database-backed administration settings.
internal/config/config.go	internal/config/config.go	b7547940eb09b43dd318b33a9372fabec8a27553	adapted	Live TV configuration merged into current Vondel configuration model.
internal/config/db_loader.go	internal/config/db_loader.go	25d200d7e3c4d4a207788353df569f2280b231c0	adapted	Live TV settings loading merged into current database loader.
internal/config/yaml_import.go	internal/config/yaml_import.go	fbd903da61746749ba2b9f9922cc6e1dee79b908	adapted	Live TV legacy YAML import merged into current settings importer.
internal/database/livetv_migration_test.go	-	-	vondel-created	Vondel disposable-PostgreSQL up/down/up coverage for renumbered Prairie migrations.
internal/jellycompat/dto.go	internal/jellycompat/dto.go	ab514c934f6e6c419d744b2e4762e8dcadf48d93	adapted	Live TV DTO fields merged into current compatibility DTOs.
internal/jellycompat/handlers_auth.go	internal/jellycompat/handlers_auth.go	331af12459890eca68c4106d0d036007d4edafda	adapted	Live TV policy advertisement merged into current compatibility authentication.
internal/jellycompat/handlers_items.go	internal/jellycompat/handlers_items.go	e4dadded3e3cc52c83683c9bae29471bf6458985	adapted	Synthetic Live TV view merged into current compatibility item handling.
internal/jellycompat/handlers_playback.go	internal/jellycompat/handlers_playback.go	952c86e5c0db35285f6baf02f5d1d50544b2b75b	adapted	Live channel negotiation merged into current compatibility playback.
internal/jellycompat/idcodec.go	internal/jellycompat/idcodec.go	82f2d6fddebe1939cb6bada7c25889f1828b351f	adapted	Live TV resource identifiers merged into current compatibility ID codec.
internal/jellycompat/router.go	internal/jellycompat/router.go	10101ac3c49892920a3209e90f077757cdb82753	adapted	Prairie Live TV compatibility routes merged into current router.
internal/jellycompat/server.go	internal/jellycompat/server.go	617f8ec82e4e39c22a528dbb827d41878fdeb9ec	adapted	Shared Live TV dependency merged into current compatibility server.
internal/livetv/prairie_source_manifest_test.go	-	-	vondel-created	Vondel provenance and attribution regression guard.
internal/playback/audio_select.go	internal/playback/audio_select.go	67510835b90893cf83a2335b0943e8dd4484676a	adapted	Live broadcast audio helpers merged into current playback selection.
internal/playback/transcode.go	internal/playback/transcode.go	8e423264fc0ed79a77f140e6c44ca177aa6b78cd	adapted	Live encoder presets merged while retaining current Vondel transcode behavior.
internal/streamtoken/token.go	internal/streamtoken/token.go	363133d13223472bfe8f02b9a7d31fdceca64d54	adapted	Shared stream-token query contract merged into current token claims.
web/package.json	web/package.json	325cbabcb4d436d9c7111b071731ff45fa876d8a	adapted	Prairie mpegts.js dependency merged into current Vondel web package.
web/pnpm-lock.yaml	web/pnpm-lock.yaml	dfbdbda7f5d32742342257ed098c7be54268c4fd	adapted	Lockfile regenerated for the imported Live TV player dependency.
web/src/App.tsx	web/src/App.tsx	8168dab499a0c364ee492072b9a1ef2bc612d165	adapted	Live TV routes merged into current Vondel route guards.
web/src/api/client.ts	web/src/api/client.ts	0dacdca6a3ea5fbfff5d4ea2b58dc190d210c8b1	adapted	Existing profile identity accessor exported for Live TV media authentication.
web/src/api/types.ts	web/src/api/types.ts	5484c1ed51d7ac3f2551d0645c4ca01791874cd6	adapted	Live TV wire types merged into current API contracts.
web/src/components/AppSidebar.tsx	web/src/components/AppSidebar.tsx	7607ee9be4dcc8c2fc1c8f5015f41ac0e964eb82	adapted	Capability-derived Live TV navigation merged into current sidebar.
web/src/hooks/queries/keys.ts	web/src/hooks/queries/keys.ts	ab642caa13a5ad76dc17b73e3999b8ae5cf64726	adapted	Live TV cache keys merged into current query-key registry.
web/src/lib/adminNavigation.ts	web/src/lib/adminNavigation.ts	2617acba5e3e61a292c8493293ca3923ee5dc6ef	adapted	Live TV administration entry merged into current platform navigation.
web/src/player/types.ts	web/src/player/types.ts	1e5f04df5ba2515747fad46d965365668cba59bd	adapted	Live TV codec capability payload merged into current player types.
